1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
63,,,,,,,,,,,,,,,,,,,
,55,,,,,,,,,,,,,,,,,,
,,90,,,,,,,,,,,,,,,,,
,,,58,30,4,,,,,,,,,,,,,,
,,,,,,71,,,,,,,,,,,,,
,,,,,,,61,33,,,,,,,,,,,
,,,,,,,,,85,,,,,,,,,,
,,,,,,,,,,89,,,,,,,,,
,,,,,,,,,,,73,4,,,,,,,
,,,,,,,,,,,,,51,5,,,,,
,,,,,,,,,,,,,,,50,,,,
,,,,,,,,,,,,,,,,68,3,,
,,,,,,,,,,,,,,,,,,85,6
