1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
79,21,,,,,,,,,,,,,,,,,,
,,70,,,,,,,,,,,,,,,,,
,,,84,,,,,,,,,,,,,,,,
,,,,72,27,,,,,,,,,,,,,,
,,,,,,34,40,,,,,,,,,,,,
,,,,,,,,83,,,,,,,,,,,
,,,,,,,,,72,,,,,,,,,,
,,,,,,,,,,98,,,,,,,,,
,,,,,,,,,,,30,63,,,,,,,
,,,,,,,,,,,,,47,50,,,,,
,,,,,,,,,,,,,,,30,,,,
,,,,,,,,,,,,,,,,73,14,,
,,,,,,,,,,,,,,,,,,59,22
