1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
63,,,,30,4,,,,,,,,,,,,3,,
,55,,,,,,,33,,,,4,,5,,,,,
,,90,,,,,,,,,,,,,,,,,6
,,,58,,,,,,,,,,,,,,,,
,,,,,,71,,,,,,,,,,,,,
,,,,,,,61,,,,,,,,,,,,
,,,,,,,,,85,,,,,,,,,,
,,,,,,,,,,89,,,,,,,,,
,,,,,,,,,,,73,,,,,,,,
,,,,,,,,,,,,,51,,,,,,
,,,,,,,,,,,,,,,50,,,,
,,,,,,,,,,,,,,,,68,,,
,,,,,,,,,,,,,,,,,,85,
