1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,21,,,,27,,,,,,,,,,,,14,,22
,,,,,,34,,,,,30,,,,30,,,,
,,,,,,,40,,,,,,47,,,,,,
,,,,,,,,,,,,,,50,,,,,
,,,,,,,,,,,,,,,,,,59,
,,,,,,,,,,,,63,,,,,,,
,,70,,,,,,,,,,,,,,,,,
,,,,72,,,,,,,,,,,,,,,
,,,,,,,,,72,,,,,,,,,,
,,,,,,,,,,,,,,,,73,,,
79,,,,,,,,,,,,,,,,,,,
,,,,,,,,83,,,,,,,,,,,
,,,84,,,,,,,,,,,,,,,,
,,,,,,,,,,98,,,,,,,,,
