1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,20,,26,,,,,,,,,,18,11,,,
,,,,,,,,,,,,36,,,,,,32,
,39,,,,,,,,,,,,,,,,42,,
,,49,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,55,,,,,,
,,,,,,,,,,,60,,,,,,,,
,,,,,,63,,,,,,,,,,,,,
,,,,,,,,,,65,,,,,,,,,
,,,,67,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,70,,,,,
,,,,,,,77,,,,,,,,,,,,
,,,,,,,,,81,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,
,,,,,,,,96,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,96
