1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,98,,,,,,,,,
,,,84,,,,,,,,,,,,,,14,,
,,,,,,,,83,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,73,,,
,,,,72,,,,,,,,,,,,,,,
,,,,,,,,,72,,,,,,,,,,
,,70,,,,,,,,,30,,,,,,,,
,,,,,,34,,,,,,63,,,,,,,
,,,,,,,40,,,,,,,,,,,59,
,,,,,,,,,,,,,47,50,,,,,
,21,,,,27,,,,,,,,,,30,,,,22
