1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,98,,,,,,,,,
,,,84,,,,,,,,,,,,,,,,
,,,,,,,,83,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,73,,,
,,,,72,,,,,,,,,,,,,,,
,,,,,,,,,72,,,,,,,,,,
,,70,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,63,,,,,,,
,,,,,,,,,,,,,,,,,,59,
,,,,,,,,,,,,,47,50,,,,,
,,,,,,34,40,,,,,,,,,,,,
,,,,,27,,,,,,30,,,,30,,,,
,21,,,,,,,,,,,,,,,,14,,22
