1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,90,,,,,,,,,,,,,,,,,
,,,,,,,,,,89,,,,,,,,,
,,,,,,,,,85,,,,,,,,,,
,,,,,,,,,,,,,,,,,,85,
,,,,,,,,,,,73,,,,,,,,
,,,,,,71,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,68,,,
63,,,,,,,,,,,,,,,,,,,
,,,,,,,61,,,,,,,,,,,,
,,,58,,,,,,,,,,,,,,3,,
,55,,,,4,,,,,,,,,,,,,,
,,,,30,,,,,,,,,51,,,,,,
,,,,,,,,33,,,,4,,5,50,,,,6
